ID_Donante,CD_Estado,DT_Cancelacion,Importe,DT_Primer_Cobro,DT_Ultima_Donacion,CD_Motivo_Cancelacion
1020296313,Cerrado,2019-09-27,20000,2016-03-31,2019-08-10,Problemas económicos
1020036057,Cerrado,2021-04-30,115000,2018-01-02,2021-03-02,Cierre de cuentas o tarjetas
1020296321,Cerrado,2017-07-25,20000,2016-04-30,2017-02-15,Problemas económicos
1020296347,Cerrado,2016-09-10,20000,,,Sin primer pago
1020129050,Cerrado,2020-08-12,30000,2017-12-15,2020-04-02,Disminución
1020296354,Cerrado,2016-09-10,20000,,,Sin primer pago
1020002828,Cerrado,2021-01-15,40000,2018-01-02,2021-01-03,Aumento
1020296362,Cerrado,2017-09-27,20000,2016-04-30,2017-03-01,Problemas económicos
1020296370,Cerrado,2017-07-15,20000,2016-04-30,2017-07-04,Aumento
1020296396,Cerrado,2017-07-18,20000,2016-04-30,2017-07-04,Problemas económicos
1020409346,Cerrado,2018-09-15,30000,2018-01-01,2018-02-01,Otra
1020296404,Cerrado,2016-09-10,20000,,,Sin primer pago
1020409585,Cerrado,2018-07-19,30000,2018-01-01,,Sin primer pago
1020296412,Cerrado,2016-09-10,20000,,,Sin primer pago
1020296446,Cerrado,2016-09-10,20000,2016-09-30,2016-09-30,Problemas económicos
1020296461,Cerrado,2021-09-07,20000,2016-04-30,2021-08-03,Problemas económicos
1020409353,Cerrado,2018-07-27,30000,2018-01-01,,Sin primer pago
1020296495,Cerrado,2017-04-11,20000,,,Sin primer pago
1020296503,Cerrado,2016-09-10,20000,,,Sin primer pago
1020409791,Cerrado,2018-07-27,30000,2018-01-01,,Sin primer pago
1020296511,Cerrado,2017-05-31,20000,2016-05-31,2016-10-31,Problemas económicos
1020409783,Cerrado,2018-05-10,30000,2017-12-27,2018-05-02,Otra
1020296529,Cerrado,2016-09-10,20000,,,Sin primer pago
1020296537,Cerrado,2019-04-15,20000,2016-04-22,2019-04-28,Aumento
1020296545,Cerrado,2023-06-03,20000,2016-04-30,2023-05-03,Aumento
1020409833,Cerrado,2019-02-08,30000,2018-01-01,,Otra
1020296552,Cerrado,2018-08-08,20000,2016-04-30,2018-01-09,Otra
1020409775,Cerrado,2018-12-07,50000,2017-12-15,2018-12-01,Aumento
1020296578,Cerrado,2021-04-19,20000,2016-03-31,2021-04-05,Problemas económicos
1020296594,Cerrado,2016-09-10,20000,,,Sin primer pago
1020409676,Cerrado,2019-04-09,50000,2018-02-01,2019-01-15,Cancela donación por salida del país
1020296602,Cerrado,2021-09-14,20000,2016-03-31,2021-09-01,Aumento
1020134480,Cerrado,2023-02-25,40000,2017-12-12,2022-12-01,Aumento
1020296628,Cerrado,2021-04-26,20000,2016-04-30,2021-04-03,Aumento
1020296644,Cerrado,2016-09-10,20000,,,Sin primer pago
1020409684,Cerrado,2017-12-19,50000,2017-12-15,2017-12-15,Otra
1020296677,Cerrado,2017-07-18,20000,2016-04-30,2017-07-04,Aumento
1020409692,Cerrado,2020-01-09,50000,2018-07-18,,Problemas económicos
1020296685,Cerrado,2016-09-10,20000,,,Sin primer pago
1020409452,Cerrado,2022-03-31,30000,,,Sin primer pago
1020296693,Cerrado,2016-09-10,20000,,,Sin primer pago
1020409478,Cerrado,2018-07-19,30000,,,Sin primer pago
1020296701,Cerrado,2018-02-12,20000,2016-04-30,2018-02-01,Disminución
1020410047,Cerrado,2022-02-10,30000,2017-12-27,2022-02-02,Aumento
1020296719,Cerrado,2017-04-29,20000,2016-04-30,2017-04-07,Problemas económicos
1020409494,Cerrado,2018-06-14,30000,,,Sin primer pago
1020296727,Cerrado,2017-03-28,20000,2016-04-30,2017-03-08,Problemas económicos
1020409502,Cerrado,2019-02-11,30000,2018-02-01,2019-01-02,Problemas económicos
1020296743,Cerrado,2021-05-07,20000,2016-04-30,2021-05-03,Aumento
1020409528,Cerrado,2022-09-19,30000,2018-02-15,2022-08-02,Problemas económicos
1020296776,Cerrado,2018-12-06,20000,2016-10-31,2018-12-01,Aumento
1020409577,Cerrado,2018-07-19,30000,,,Sin primer pago
1020296792,Cerrado,2016-09-10,20000,,,Sin primer pago
1020409551,Cerrado,2019-01-08,30000,2018-01-02,,Problemas económicos
1020296800,Cerrado,2016-05-25,20000,,,Sin primer pago
1020409569,Cerrado,2022-01-21,30000,2018-01-02,2022-01-02,Aumento
1020296834,Cerrado,2021-09-14,20000,2016-05-31,2021-09-01,Aumento
1020409619,Cerrado,2018-01-26,50000,2018-01-02,2018-01-02,Dona a otra ONG
1020296859,Cerrado,2016-09-10,20000,,,Sin primer pago
1020296867,Cerrado,2016-09-10,20000,,,Sin primer pago
1020409643,Cerrado,2018-07-16,30000,2018-01-15,2018-07-05,Cancela donación por salida del país
1020296883,Cerrado,2016-09-10,20000,,,Sin primer pago
1020296917,Cerrado,2017-07-10,20000,2016-07-31,2017-07-04,Aumento
1020296941,Cerrado,2021-04-12,20000,2016-04-30,2021-03-03,Aumento
1020296958,Cerrado,2016-09-10,40000,,,Sin primer pago
1020410062,Cerrado,2022-05-24,30000,2017-12-27,2022-05-02,Aumento
1020297006,Cerrado,2018-12-06,20000,2016-05-31,2018-12-03,Aumento
1020410088,Cerrado,2018-07-23,30000,,,Sin primer pago
1020297014,Cerrado,2016-09-10,20000,,,Sin primer pago
1020410096,Cerrado,2018-07-19,30000,,,Sin primer pago
1020297022,Cerrado,2016-09-10,20000,,,Sin primer pago
1020197735,Cerrado,2021-09-28,30000,2018-01-02,2021-09-02,Aumento
1020297030,Cerrado,2019-01-04,20000,2016-04-30,,Problemas económicos
1020297071,Cerrado,2021-11-23,20000,2016-04-30,2021-11-01,Aumento
1020410104,Cerrado,2017-12-03,20000,,,Limpieza de datos
1020297113,Cerrado,2016-12-28,20000,2016-04-30,2016-10-20,Problemas económicos
1020297121,Cerrado,2019-06-06,20000,2016-03-31,2019-06-01,Disminución
1020311427,Cerrado,2023-06-22,15000,2018-02-01,2023-06-02,Problemas económicos
1020297154,Cerrado,2021-09-10,20000,2016-04-30,2021-09-01,Aumento
1020409411,Cerrado,2018-07-19,30000,,,Sin primer pago
1020297162,Cerrado,2016-09-10,20000,,,Sin primer pago
1020297170,Cerrado,2022-08-17,20000,2016-04-30,2022-08-01,Cancela donación por salida del país
1020409700,Cerrado,2018-07-19,30000,,,Sin primer pago
1020297188,Cerrado,2020-04-20,20000,2016-03-31,2020-04-01,Disminución
1020409296,Cerrado,2018-07-19,30000,,,Sin primer pago
1020409320,Cerrado,2018-12-28,30000,2018-02-02,,Sin primer pago
1020297238,Cerrado,2018-05-22,20000,2016-12-31,2018-04-27,Problemas económicos
1020297246,Cerrado,2016-12-28,30000,2016-06-30,2016-09-30,Problemas económicos
1020297253,Cerrado,2016-09-10,20000,,,Sin primer pago
1020297279,Cerrado,2018-10-16,20000,2016-04-30,2018-10-01,Cancela donación por salida del país
1020297303,Cerrado,2017-01-06,20000,2016-05-31,2017-01-05,Problemas económicos
1020297311,Cerrado,2017-07-26,20000,2016-04-30,2017-07-04,Aumento
1020111041,Cerrado,2019-03-14,40000,2018-01-02,2019-03-01,Otra
1020297329,Cerrado,2017-10-07,20000,2016-03-31,2016-12-31,Disminución
1020297337,Cerrado,2017-06-09,20000,2016-06-30,2016-12-31,Problemas económicos
1020297360,Cerrado,2018-09-24,20000,2016-04-30,2018-03-01,Otra
1020297451,Cerrado,2018-12-11,40000,2016-03-31,2018-12-03,Aumento
1020297469,Cerrado,2017-05-31,20000,2016-03-31,2016-10-31,Problemas económicos
1020297477,Cerrado,2017-12-03,20000,2016-04-30,,Limpieza de datos
1020297485,Cerrado,2017-12-03,20000,2016-04-30,,Limpieza de datos
1020410120,Cerrado,2018-07-19,20000,,,Sin primer pago
1020297709,Cerrado,2017-03-29,20000,2016-05-31,2016-10-31,Problemas económicos
1020410138,Cerrado,2018-07-19,20000,,,Sin primer pago
1020297774,Cerrado,2018-09-12,20000,2016-04-30,2018-09-03,Disminución
1020392005,Cerrado,2018-07-19,30000,,,Sin primer pago
1020297980,Cerrado,2016-06-02,10000,2016-03-30,2016-04-30,Sin pagos últimamente
1020298012,Cerrado,2016-06-20,30000,,,Sin primer pago
1020124077,Cerrado,2018-12-04,390000,,,Entrada incorrecta
1020298020,Cerrado,2017-01-04,30000,,,Sin primer pago
1020298038,Cerrado,2018-07-19,30000,,,Sin primer pago
1020298046,Cerrado,2016-06-16,30000,,,Sin primer pago
1020298053,Cerrado,2016-06-20,30000,,,Sin primer pago
1020298061,Cerrado,2017-12-03,30000,2016-04-30,,Limpieza de datos
1020298079,Cerrado,2016-06-16,30000,,,Sin primer pago
1020298087,Cerrado,2016-06-20,30000,,,Sin primer pago
1020298095,Cerrado,2017-01-04,30000,,,Sin primer pago
1020298103,Cerrado,2017-12-03,30000,2016-04-30,,Limpieza de datos
1020298111,Cerrado,2017-12-03,30000,2016-04-30,,Limpieza de datos
1020298129,Cerrado,2016-06-30,25000,,,Sin primer pago
1020298137,Cerrado,2016-06-20,25000,,,Sin primer pago
1020298145,Cerrado,2016-06-20,20000,,,Sin primer pago
1020410591,Cerrado,2023-06-09,50000,2018-01-02,2023-06-02,Aumento
1020298152,Cerrado,2016-06-20,30000,,,Sin primer pago
1020410187,Cerrado,2018-07-19,30000,2018-02-28,,Sin primer pago
1020298160,Cerrado,2017-12-03,30000,2016-04-30,,Limpieza de datos
1020410609,Cerrado,2022-04-13,50000,2018-01-01,2022-04-03,Problemas económicos
1020298178,Cerrado,2019-06-11,20000,2016-04-30,2019-06-03,Aumento
1020298186,Cerrado,2016-09-10,20000,,,Sin primer pago
1020410203,Cerrado,2018-07-19,30000,2018-02-01,,Sin primer pago
1020298194,Cerrado,2016-12-01,20000,,,Sin primer pago
1020410211,Cerrado,2019-09-02,30000,2018-01-02,2019-09-01,Dona a otra ONG
